Tennis US Open 2011 Mens Tournament The Final Djokovic v Nadal 
Match Odds
1315857600000
Mon Sep 12 21:00:00 BST 2011
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1315830265864,0,ACTIVE,2249229,Novak Djokovic,1.66,59612.97,1.67,26343.17,810296.56,1.66,
1315830273864,0,ACTIVE,2249229,Novak Djokovic,1.66,59456.69,1.67,26343.17,810609.1,1.66,
1315830285864,0,ACTIVE,2249229,Novak Djokovic,1.66,59856.69,1.67,26343.17,810609.1,1.66,
1315830322864,0,ACTIVE,2249229,Novak Djokovic,1.66,59856.69,1.67,26343.17,810609.1,1.66,
1315830337864,0,ACTIVE,2249229,Novak Djokovic,1.66,59856.69,1.67,25485.46,812324.5,1.67,
1315830340864,0,ACTIVE,2249229,Novak Djokovic,1.66,59741.25,1.67,25485.46,812555.44,1.66,
1315830357864,0,ACTIVE,2249229,Novak Djokovic,1.66,59741.25,1.67,25482.81,812560.7,1.67,
1315830364864,0,ACTIVE,2249229,Novak Djokovic,1.66,60741.25,1.67,25482.81,812560.7,1.67,
1315830373864,0,ACTIVE,2251410,Rafael Nadal,2.48,16041.41,2.5,1533.0,229531.55,2.48,
1315830380864,0,ACTIVE,2251410,Rafael Nadal,2.48,16041.41,2.5,1489.62,229618.3,2.5,
1315830407864,0,ACTIVE,2249229,Novak Djokovic,1.66,60741.25,1.67,25448.5,812629.3,1.67,
1315830409864,0,ACTIVE,2249229,Novak Djokovic,1.66,62632.81,1.67,25448.5,812629.3,1.67,
1315830409864,0,ACTIVE,2251410,Rafael Nadal,2.48,16041.41,2.5,188.13,232221.28,2.5,
1315830431864,0,ACTIVE,2251410,Rafael Nadal,2.48,16000.24,2.5,188.13,232303.62,2.48,
1315830437864,0,ACTIVE,2249229,Novak Djokovic,1.66,62632.81,1.67,25198.5,813129.3,1.67,
1315830446864,0,ACTIVE,2251410,Rafael Nadal,2.48,16000.24,2.5,213.86,232303.62,2.48,
1315830497864,0,ACTIVE,2251410,Rafael Nadal,2.48,16000.24,2.5,18.63,232694.06,2.5,
1315830499864,0,ACTIVE,2251410,Rafael Nadal,2.48,15750.24,2.5,18.63,233194.06,2.48,
1315830508864,0,ACTIVE,2249229,Novak Djokovic,1.66,62623.81,1.67,25198.5,813147.3,1.66,
1315830517864,0,ACTIVE,2251410,Rafael Nadal,2.48,15321.39,2.5,18.63,233194.06,2.48,
1315830518864,0,ACTIVE,2251410,Rafael Nadal,2.48,14892.53,2.5,18.63,233194.06,2.48,
1315830522864,0,ACTIVE,2251410,Rafael Nadal,2.48,14463.68,2.5,18.63,233194.06,2.48,
1315830523864,0,ACTIVE,2251410,Rafael Nadal,2.48,14034.83,2.5,18.63,233194.06,2.48,
1315830546864,0,ACTIVE,2251410,Rafael Nadal,2.48,14034.83,2.5,27.21,233194.06,2.48,
1315830558864,0,ACTIVE,2251410,Rafael Nadal,2.48,14034.83,2.5,44.37,233194.06,2.48,
1315830572864,0,ACTIVE,2251410,Rafael Nadal,2.48,14032.25,2.5,44.37,233199.2,2.48,
1315830574864,0,ACTIVE,2249229,Novak Djokovic,1.66,62606.66,1.67,25198.5,813181.6,1.66,
1315830574864,0,ACTIVE,2251410,Rafael Nadal,2.48,13932.25,2.5,44.37,233399.2,2.48,
1315830589864,0,ACTIVE,2249229,Novak Djokovic,1.66,64530.66,1.67,25198.5,813181.6,1.66,
1315830592864,0,ACTIVE,2249229,Novak Djokovic,1.66,64500.64,1.67,25198.5,813241.7,1.66,
1315830603864,0,ACTIVE,2251410,Rafael Nadal,2.48,13932.25,2.5,42.65,233399.22,2.48,
1315830606864,0,ACTIVE,2251410,Rafael Nadal,2.48,13930.54,2.5,42.65,233402.66,2.48,
1315830610864,0,ACTIVE,2251410,Rafael Nadal,2.48,13928.82,2.5,42.65,233406.1,2.48,
1315830615864,0,ACTIVE,2251410,Rafael Nadal,2.48,13918.82,2.5,42.65,233426.1,2.48,
1315830643864,0,ACTIVE,2251410,Rafael Nadal,2.48,13917.11,2.5,42.65,233429.55,2.48,
1315830651864,0,ACTIVE,2251410,Rafael Nadal,2.48,13912.82,2.5,42.65,233438.12,2.48,
1315830657864,0,ACTIVE,2249229,Novak Djokovic,1.66,64500.64,1.67,25172.77,813293.1,1.67,
1315830657864,0,ACTIVE,2251410,Rafael Nadal,2.48,13755.31,2.5,42.65,233753.16,2.48,
1315830661864,0,ACTIVE,2251410,Rafael Nadal,2.48,13755.31,2.52,3549.56,233753.16,2.48,
1315830664864,0,ACTIVE,2249229,Novak Djokovic,1.66,64000.64,1.67,25172.77,813293.1,1.67,
1315830664864,0,ACTIVE,2251410,Rafael Nadal,2.5,5676.53,2.52,3549.56,233753.16,2.48,
1315830666864,0,ACTIVE,2249229,Novak Djokovic,1.66,64000.64,1.67,25177.8,813293.1,1.67,
1315830699864,0,ACTIVE,2249229,Novak Djokovic,1.66,63990.64,1.67,25177.8,813313.1,1.66,
1315830706864,0,ACTIVE,2249229,Novak Djokovic,1.66,63967.17,1.67,25200.9,813313.1,1.66,
1315830706864,0,ACTIVE,2251410,Rafael Nadal,2.5,5676.53,2.52,3564.87,233753.16,2.48,
1315830710864,0,ACTIVE,2249229,Novak Djokovic,1.66,63967.17,1.67,25183.75,813313.1,1.66,
1315830710864,0,ACTIVE,2251410,Rafael Nadal,2.5,5676.53,2.52,3564.87,233753.16,2.48,
1315830726864,0,ACTIVE,2249229,Novak Djokovic,1.66,63964.6,1.67,25183.75,813318.25,1.66,
1315830726864,0,ACTIVE,2251410,Rafael Nadal,2.5,5674.53,2.52,3564.87,233757.16,2.5,
1315830734864,0,ACTIVE,2249229,Novak Djokovic,1.66,63890.84,1.67,25183.75,813465.8,1.66,
1315830736864,0,ACTIVE,2251410,Rafael Nadal,2.5,5665.95,2.52,3564.87,233774.31,2.5,
1315830743864,0,ACTIVE,2251410,Rafael Nadal,2.5,5665.95,2.52,4195.39,233774.31,2.5,
1315830750864,0,ACTIVE,2251410,Rafael Nadal,2.5,5663.43,2.52,4195.39,233779.36,2.5,
1315830773864,0,ACTIVE,2251410,Rafael Nadal,2.5,5663.43,2.52,4195.39,233779.36,2.5,
1315830787864,0,ACTIVE,2251410,Rafael Nadal,2.5,5191.43,2.52,4195.39,234723.36,2.5,
1315830788864,0,ACTIVE,2249229,Novak Djokovic,1.66,63865.84,1.67,25183.75,813515.8,1.66,
1315830808864,0,ACTIVE,2251410,Rafael Nadal,2.5,5191.43,2.52,4195.39,234723.36,2.5,
1315830812864,0,ACTIVE,2251410,Rafael Nadal,2.5,5191.43,2.52,4195.39,234723.36,2.5,
1315830823864,0,ACTIVE,2251410,Rafael Nadal,2.5,5285.13,2.52,4203.97,234723.36,2.5,
1315830848864,0,ACTIVE,2251410,Rafael Nadal,2.5,5191.43,2.52,4203.97,234723.36,2.5,
1315830849864,0,ACTIVE,2249229,Novak Djokovic,1.66,63465.84,1.67,25183.75,814315.8,1.66,
1315830854864,0,ACTIVE,2249229,Novak Djokovic,1.66,63465.84,1.67,25187.53,814315.8,1.66,
1315830856864,0,ACTIVE,2251410,Rafael Nadal,2.5,5174.27,2.52,4203.97,234757.66,2.5,
1315830884864,0,ACTIVE,2251410,Rafael Nadal,2.5,5174.27,2.52,4203.97,234757.66,2.5,
1315830893864,0,ACTIVE,2251410,Rafael Nadal,2.5,5318.74,2.52,4203.97,234757.66,2.5,
1315830906864,0,ACTIVE,2249229,Novak Djokovic,1.66,63465.84,1.67,25192.44,814315.8,1.66,
1315830906864,0,ACTIVE,2251410,Rafael Nadal,2.5,5099.16,2.52,4062.76,235196.81,2.5,
1315830910864,0,ACTIVE,2251410,Rafael Nadal,2.5,5094.02,2.52,4062.76,235207.12,2.5,
1315830947864,0,ACTIVE,2251410,Rafael Nadal,2.5,5086.04,2.52,4062.76,235223.08,2.5,
1315830951864,0,ACTIVE,2249229,Novak Djokovic,1.66,63465.84,1.67,25401.14,814315.8,1.66,
1315830977864,0,ACTIVE,2249229,Novak Djokovic,1.66,63463.28,1.67,25401.14,814320.94,1.66,
1315830989864,0,ACTIVE,2249229,Novak Djokovic,1.66,63463.28,1.67,25140.84,814841.5,1.67,
1315831013864,0,ACTIVE,2249229,Novak Djokovic,1.66,63463.28,1.67,25140.84,814841.5,1.67,
1315831015864,0,ACTIVE,2249229,Novak Djokovic,1.66,63437.25,1.67,25140.84,814893.56,1.66,
1315831022864,0,ACTIVE,2249229,Novak Djokovic,1.66,63435.25,1.67,25140.84,814897.56,1.66,
1315831047864,0,ACTIVE,2249229,Novak Djokovic,1.66,64435.25,1.67,25140.84,814897.56,1.66,
1315831054864,0,ACTIVE,2251410,Rafael Nadal,2.5,5086.04,2.52,4062.76,235223.08,2.5,
1315831072864,0,ACTIVE,2251410,Rafael Nadal,2.5,5246.04,2.52,4062.76,235223.08,2.5,
1315831130864,0,ACTIVE,2249229,Novak Djokovic,1.66,64435.25,1.67,25110.84,814957.56,1.67,
1315831138864,0,ACTIVE,2251410,Rafael Nadal,2.5,5246.04,2.52,4066.19,235223.08,2.5,
1315831183864,0,ACTIVE,2249229,Novak Djokovic,1.66,64349.48,1.67,25110.84,815129.1,1.66,
1315831210864,0,ACTIVE,2249229,Novak Djokovic,1.66,64089.18,1.67,25110.84,815649.7,1.66,
1315831225864,0,ACTIVE,2249229,Novak Djokovic,1.66,64039.48,1.67,25110.84,815749.1,1.66,
1315831236864,0,ACTIVE,2249229,Novak Djokovic,1.66,63556.59,1.67,25110.84,816714.9,1.66,
1315831245864,0,ACTIVE,2251410,Rafael Nadal,2.5,5244.04,2.52,4066.19,235227.08,2.5,
1315831269864,0,ACTIVE,2249229,Novak Djokovic,1.66,63156.59,1.67,25110.84,817514.9,1.66,
1315831312864,0,ACTIVE,2249229,Novak Djokovic,1.66,63148.01,1.67,25110.84,817532.06,1.66,
1315831312864,0,ACTIVE,2251410,Rafael Nadal,2.5,4254.26,2.52,4066.19,237206.64,2.5,
1315831357864,0,ACTIVE,2251410,Rafael Nadal,2.5,4254.26,2.52,3435.67,237206.64,2.5,
1315831370864,0,ACTIVE,2249229,Novak Djokovic,1.66,63398.01,1.67,25359.91,817532.06,1.66,
1315831392864,0,ACTIVE,2251410,Rafael Nadal,2.5,4249.97,2.52,3435.67,237215.22,2.5,
1315831406864,0,ACTIVE,2251410,Rafael Nadal,2.5,4234.2,2.52,3435.67,237246.73,2.5,
1315831421864,0,ACTIVE,2251410,Rafael Nadal,2.5,4223.05,2.52,3435.67,237269.05,2.5,
1315831445864,0,ACTIVE,2251410,Rafael Nadal,2.5,4205.9,2.52,3435.67,237303.34,2.5,
1315831489864,0,ACTIVE,2249229,Novak Djokovic,1.66,63332.94,1.67,25294.84,817662.2,1.66,
1315831516864,0,ACTIVE,2251410,Rafael Nadal,2.48,13743.36,2.5,1349.1,245715.14,2.5,
1315831531864,0,ACTIVE,2249229,Novak Djokovic,1.66,63292.94,1.67,31960.84,817742.2,1.66,
1315831541864,0,ACTIVE,2249229,Novak Djokovic,1.66,63282.85,1.67,31960.84,817762.4,1.66,
1315831544864,0,ACTIVE,2249229,Novak Djokovic,1.66,63280.61,1.67,31960.84,817766.9,1.66,
1315831554864,0,ACTIVE,2249229,Novak Djokovic,1.66,63627.39,1.67,31960.84,817766.9,1.66,
1315831557864,0,ACTIVE,2249229,Novak Djokovic,1.66,63627.39,1.67,31957.05,817766.9,1.66,
1315831575864,0,ACTIVE,2251410,Rafael Nadal,2.48,13745.9,2.5,1349.1,245715.14,2.5,
1315831602864,0,ACTIVE,2249229,Novak Djokovic,1.66,63627.39,1.67,31960.84,817766.9,1.66,
1315831608864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.5,1349.1,245723.72,2.48,
1315831625864,0,ACTIVE,2249229,Novak Djokovic,1.66,63627.39,1.67,31594.84,817766.9,1.66,
1315831625864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.52,3435.67,245723.72,2.48,
1315831628864,0,ACTIVE,2249229,Novak Djokovic,1.66,63633.74,1.67,31597.36,817766.9,1.66,
1315831651864,0,ACTIVE,2249229,Novak Djokovic,1.66,63633.74,1.67,31597.36,817766.9,1.66,
1315831670864,0,ACTIVE,2249229,Novak Djokovic,1.66,63637.64,1.67,31597.36,817766.9,1.66,
1315831680864,0,ACTIVE,2251410,Rafael Nadal,2.5,145.61,2.52,3435.67,245723.72,2.48,
1315831719864,0,ACTIVE,2249229,Novak Djokovic,1.66,63633.74,1.67,31597.36,817766.9,1.66,
1315831721864,0,ACTIVE,2251410,Rafael Nadal,2.5,132.6,2.52,3435.67,245749.73,2.5,
1315831730864,0,ACTIVE,2251410,Rafael Nadal,2.5,132.6,2.52,3438.19,245749.73,2.5,
1315831733864,0,ACTIVE,2249229,Novak Djokovic,1.66,63580.74,1.67,31597.36,817872.9,1.66,
1315831733864,0,ACTIVE,2251410,Rafael Nadal,2.5,129.6,2.52,3438.19,245755.73,2.5,
1315831744864,0,ACTIVE,2249229,Novak Djokovic,1.66,63580.74,1.67,31595.36,817876.9,1.67,
1315831744864,0,ACTIVE,2251410,Rafael Nadal,2.5,127.6,2.52,3438.19,245759.73,2.5,
1315831776864,0,ACTIVE,2251410,Rafael Nadal,2.5,106.15,2.52,3438.19,245802.64,2.5,
1315831778864,0,ACTIVE,2251410,Rafael Nadal,2.5,101.86,2.52,3438.19,245811.22,2.5,
1315831793864,0,ACTIVE,2251410,Rafael Nadal,2.5,93.29,2.52,3438.19,245828.38,2.5,
1315831808864,0,ACTIVE,2249229,Novak Djokovic,1.66,62482.02,1.67,31595.36,820074.3,1.66,
1315831820864,0,ACTIVE,2251410,Rafael Nadal,2.5,90.77,2.52,3438.19,245833.42,2.5,
1315831821864,0,ACTIVE,2251410,Rafael Nadal,2.5,90.77,2.52,3243.62,246222.56,2.52,
1315831823864,0,ACTIVE,2251410,Rafael Nadal,2.5,96.58,2.52,3243.62,246222.56,2.52,
1315831826864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.5,195.9,246415.72,2.5,
1315831828864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.5,195.9,246415.72,2.5,
1315831832864,0,ACTIVE,2249229,Novak Djokovic,1.66,62478.12,1.67,31595.36,820082.06,1.66,
1315831843864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.5,200.9,246415.72,2.5,
1315831849864,0,ACTIVE,2251410,Rafael Nadal,2.48,13741.61,2.5,195.9,246415.72,2.5,
1315831855864,0,ACTIVE,2251410,Rafael Nadal,2.48,13739.89,2.5,195.9,246419.16,2.48,
1315831858864,0,ACTIVE,2249229,Novak Djokovic,1.66,62478.12,1.67,31598.61,820082.06,1.66,
1315831865864,0,ACTIVE,2251410,Rafael Nadal,2.48,13734.89,2.5,195.9,246429.16,2.48,
1315831868864,0,ACTIVE,2249229,Novak Djokovic,1.66,62475.21,1.67,31598.61,820087.94,1.66,
1315831878864,0,ACTIVE,2249229,Novak Djokovic,1.66,62471.44,1.67,31602.4,820095.44,1.66,
1315831882864,0,ACTIVE,2249229,Novak Djokovic,1.66,62471.44,1.67,31602.4,820095.44,1.66,
1315831901864,0,ACTIVE,2251410,Rafael Nadal,2.48,13734.89,2.5,215.15,246429.16,2.48,
1315831906864,0,ACTIVE,2251410,Rafael Nadal,2.5,104.84,2.52,3250.01,246859.48,2.5,
1315831925864,0,ACTIVE,2249229,Novak Djokovic,1.66,62113.53,1.67,31602.4,820811.25,1.66,
1315831944864,0,ACTIVE,2249229,Novak Djokovic,1.66,62111.81,1.67,31602.4,820814.7,1.66,
1315831960864,0,ACTIVE,2251410,Rafael Nadal,2.5,100.55,2.52,3250.01,246868.06,2.5,
1315831995864,0,ACTIVE,2251410,Rafael Nadal,2.5,97.4,2.52,3250.01,246874.36,2.5,
1315832011864,0,ACTIVE,2249229,Novak Djokovic,1.66,63307.45,1.67,31602.4,820814.7,1.66,
1315832022864,0,ACTIVE,2251410,Rafael Nadal,2.5,91.4,2.52,3250.01,246886.36,2.5,
1315832031864,0,ACTIVE,2249229,Novak Djokovic,1.66,63305.45,1.67,31602.4,820818.7,1.66,
1315832037864,0,ACTIVE,2251410,Rafael Nadal,2.5,89.68,2.52,3250.01,246889.8,2.5,
1315832041864,0,ACTIVE,2251410,Rafael Nadal,2.48,13734.89,2.5,768.02,247069.16,2.5,
1315832046864,0,ACTIVE,2249229,Novak Djokovic,1.66,63298.94,1.67,31602.4,820831.75,1.66,
1315832046864,0,ACTIVE,2251410,Rafael Nadal,2.48,13734.89,2.5,810.26,247069.16,2.5,
1315832070864,0,ACTIVE,2251410,Rafael Nadal,2.48,13684.89,2.5,810.26,247169.16,2.48,
1315832075864,0,ACTIVE,2249229,Novak Djokovic,1.66,63322.41,1.67,31579.3,820831.75,1.66,
1315832075864,0,ACTIVE,2251410,Rafael Nadal,2.48,13700.6,2.5,810.26,247169.16,2.48,
1315832087864,0,ACTIVE,2251410,Rafael Nadal,2.48,13700.6,2.5,792.21,247205.27,2.5,
1315832106864,0,ACTIVE,2251410,Rafael Nadal,2.48,13630.6,2.5,792.21,247345.27,2.48,
1315832114864,0,ACTIVE,2251410,Rafael Nadal,2.48,13620.6,2.5,792.21,247365.27,2.48,
1315832128864,0,ACTIVE,2251410,Rafael Nadal,2.48,13601.05,2.5,792.21,247404.36,2.48,
1315832150864,0,ACTIVE,2251410,Rafael Nadal,2.48,13601.05,2.5,690.3,247608.19,2.5,
1315832160864,0,ACTIVE,2249229,Novak Djokovic,1.66,63292.41,1.67,31579.3,820891.75,1.66,
1315832169864,0,ACTIVE,2249229,Novak Djokovic,1.66,63292.41,1.67,31542.16,820991.75,1.67,
1315832197864,0,ACTIVE,2251410,Rafael Nadal,2.48,13583.9,2.5,690.3,247642.48,2.48,
1315832205864,0,ACTIVE,2251410,Rafael Nadal,2.48,13578.9,2.5,690.3,247652.48,2.48,
1315832216864,0,ACTIVE,2249229,Novak Djokovic,1.66,63282.41,1.67,31542.16,821011.75,1.66,
1315832227864,0,ACTIVE,2249229,Novak Djokovic,1.66,63232.95,1.67,31542.16,821110.6,1.66,
1315832245864,0,ACTIVE,2251410,Rafael Nadal,2.48,13548.9,2.5,690.3,247712.48,2.48,
1315832282864,0,ACTIVE,2249229,Novak Djokovic,1.66,63232.95,1.67,31859.52,821110.6,1.66,
1315832294864,0,ACTIVE,2249229,Novak Djokovic,1.66,93232.95,1.67,31854.49,821110.6,1.66,
1315832346864,0,ACTIVE,2251410,Rafael Nadal,2.48,13679.05,2.5,690.3,247712.48,2.48,
1315832352864,0,ACTIVE,2251410,Rafael Nadal,2.48,13548.9,2.5,690.3,247972.78,2.48,
1315832356864,0,ACTIVE,2249229,Novak Djokovic,1.66,94633.95,1.67,31854.49,821110.6,1.66,
1315832360864,0,ACTIVE,2249229,Novak Djokovic,1.66,94627.44,1.67,31854.49,821123.7,1.66,
1315832365864,0,ACTIVE,2249229,Novak Djokovic,1.66,94620.93,1.67,31854.49,821136.7,1.66,
1315832376864,0,ACTIVE,2249229,Novak Djokovic,1.66,94620.93,1.67,31254.09,821136.7,1.66,
1315832395864,0,ACTIVE,2249229,Novak Djokovic,1.66,94620.93,1.67,31195.3,821254.25,1.67,
1315832409864,0,ACTIVE,2251410,Rafael Nadal,2.48,13632.95,2.5,773.49,247972.78,2.48,
1315832424864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31195.3,822254.25,1.66,
1315832452864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31212.46,822254.25,1.66,
1315832462864,0,ACTIVE,2251410,Rafael Nadal,2.48,13632.95,2.5,1672.37,247972.78,2.48,
1315832469864,0,ACTIVE,2251410,Rafael Nadal,2.48,13601.96,2.5,1672.37,248034.78,2.48,
1315832482864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31362.46,822254.25,1.66,
1315832498864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31358.17,822262.9,1.67,
1315832517864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31358.17,822262.9,1.67,
1315832517864,0,ACTIVE,2251410,Rafael Nadal,2.48,13601.96,2.5,1674.94,248034.78,2.48,
1315832522864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31408.17,822262.9,1.67,
1315832529864,0,ACTIVE,2249229,Novak Djokovic,1.66,94120.93,1.67,31413.2,822262.9,1.67,
1315832545864,0,ACTIVE,2251410,Rafael Nadal,2.48,12701.96,2.5,1674.94,249834.78,2.48,
1315832560864,0,ACTIVE,2249229,Novak Djokovic,1.66,94045.93,1.67,31410.68,822417.9,1.67,
1315832567864,0,ACTIVE,2249229,Novak Djokovic,1.66,93617.08,1.67,31410.68,823275.56,1.66,
1315832608864,0,ACTIVE,2251410,Rafael Nadal,2.48,12696.96,2.5,1674.94,249844.78,2.48,
1315832645864,0,ACTIVE,2249229,Novak Djokovic,1.66,93631.56,1.67,31410.68,823275.56,1.66,
1315832645864,0,ACTIVE,2251410,Rafael Nadal,2.48,12702.22,2.5,1674.94,249844.78,2.48,
1315832648864,0,ACTIVE,2249229,Novak Djokovic,1.66,93631.56,1.67,31410.68,823275.56,1.66,
1315832679864,0,ACTIVE,2249229,Novak Djokovic,1.66,93631.56,1.67,30215.04,825666.9,1.67,
1315832706864,0,ACTIVE,2251410,Rafael Nadal,2.48,12693.64,2.5,1674.94,249861.94,2.48,
1315832725864,0,ACTIVE,2249229,Novak Djokovic,1.66,93581.56,1.67,30215.04,825766.9,1.66,
1315832733864,0,ACTIVE,2251410,Rafael Nadal,2.48,12628.57,2.5,1674.94,249992.08,2.48,
1315832737864,0,ACTIVE,2249229,Novak Djokovic,1.66,93126.04,1.67,30215.04,826677.94,1.66,
1315832738864,0,ACTIVE,2249229,Novak Djokovic,1.66,92647.74,1.67,30215.04,827634.5,1.66,
1315832741864,0,ACTIVE,2249229,Novak Djokovic,1.66,91313.74,1.67,30215.04,830302.5,1.66,
1315832741864,0,ACTIVE,2251410,Rafael Nadal,2.48,12628.57,2.5,1684.4,249992.08,2.48,
1315832750864,0,ACTIVE,2249229,Novak Djokovic,1.66,91303.74,1.67,30215.04,830322.5,1.66,
1315832763864,0,ACTIVE,2251410,Rafael Nadal,2.48,12623.31,2.5,1684.4,249992.08,2.48,
1315832764864,0,ACTIVE,2249229,Novak Djokovic,1.66,91289.26,1.67,30215.04,830322.5,1.66,
1315832802864,0,ACTIVE,2249229,Novak Djokovic,1.66,91159.11,1.67,30215.04,830582.8,1.66,
1315832802864,0,ACTIVE,2251410,Rafael Nadal,2.48,13708.31,2.5,1684.4,249992.08,2.48,
1315832815864,0,ACTIVE,2251410,Rafael Nadal,2.48,13708.31,2.5,1036.34,249992.08,2.48,
1315832822864,0,ACTIVE,2249229,Novak Djokovic,1.66,91159.11,1.67,30115.04,830782.8,1.67,
1315832823864,0,ACTIVE,2251410,Rafael Nadal,2.48,13703.31,2.5,1036.34,250002.08,2.48,
1315832828864,0,ACTIVE,2251410,Rafael Nadal,2.48,13703.31,2.5,2746.31,250002.08,2.48,
1315832858864,0,ACTIVE,2249229,Novak Djokovic,1.66,91152.77,1.67,30108.73,830782.8,1.67,
1315832885864,0,ACTIVE,2249229,Novak Djokovic,1.66,91152.77,1.67,30103.7,830782.8,1.67,
1315832885864,0,ACTIVE,2251410,Rafael Nadal,2.48,13703.31,2.5,2751.31,250002.08,2.48,
1315832910864,0,ACTIVE,2251410,Rafael Nadal,2.48,13698.34,2.5,2751.31,250012.02,2.48,
1315832932864,0,ACTIVE,2249229,Novak Djokovic,1.66,91152.77,1.67,30103.7,830782.8,1.67,
1315832932864,0,ACTIVE,2251410,Rafael Nadal,2.48,13698.34,2.5,2751.31,250012.02,2.48,
1315832934864,0,ACTIVE,2249229,Novak Djokovic,1.66,91152.77,1.67,30103.7,830782.8,1.67,
1315832934864,0,ACTIVE,2251410,Rafael Nadal,2.48,13682.9,2.5,2751.31,250042.9,2.48,
1315832946864,0,ACTIVE,2249229,Novak Djokovic,1.66,91152.77,1.67,30088.26,830813.7,1.67,
1315832960864,0,ACTIVE,2251410,Rafael Nadal,2.48,13682.9,2.5,2751.31,250042.9,2.48,
1315832976864,0,ACTIVE,2249229,Novak Djokovic,1.66,91127.04,1.67,30088.26,830865.1,1.66,
1315832984864,0,ACTIVE,2249229,Novak Djokovic,1.66,91122.75,1.67,30088.26,830873.75,1.66,
1315832993864,0,ACTIVE,2249229,Novak Djokovic,1.66,94122.75,1.67,30088.26,830873.75,1.66,
1315832999864,0,ACTIVE,2251410,Rafael Nadal,2.48,15682.9,2.5,2751.31,250042.9,2.48,
1315833004864,0,ACTIVE,2249229,Novak Djokovic,1.66,94122.75,1.67,30085.01,830880.25,1.67,
1315833016864,0,ACTIVE,2251410,Rafael Nadal,2.48,15681.18,2.5,2751.31,250046.34,2.48,
1315833025864,0,ACTIVE,2251410,Rafael Nadal,2.48,15663.27,2.5,2751.31,250082.19,2.48,
1315833043864,0,ACTIVE,2249229,Novak Djokovic,1.66,94121.49,1.67,30085.01,830882.75,1.66,
1315833047864,0,ACTIVE,2249229,Novak Djokovic,1.66,94100.05,1.67,30085.01,830925.6,1.66,
1315833047864,0,ACTIVE,2251410,Rafael Nadal,2.48,15663.27,2.5,2751.31,250082.19,2.48,
1315833061864,0,ACTIVE,2251410,Rafael Nadal,2.48,15663.27,2.5,2726.3,250132.19,2.5,
1315833076864,0,ACTIVE,2251410,Rafael Nadal,2.48,15706.16,2.5,2726.3,250132.19,2.5,
1315833090864,0,ACTIVE,2249229,Novak Djokovic,1.66,94095.76,1.67,30045.8,831012.6,1.66,
1315833160864,0,ACTIVE,2251410,Rafael Nadal,2.48,15606.16,2.5,2726.3,250332.19,2.48,
1315833183864,0,ACTIVE,2251410,Rafael Nadal,2.48,15603.66,2.5,2726.3,250337.19,2.48,
1315833195864,0,ACTIVE,2249229,Novak Djokovic,1.66,94095.76,1.67,30045.8,831012.6,1.66,
1315833195864,0,ACTIVE,2251410,Rafael Nadal,2.48,15601.14,2.5,2726.3,250342.22,2.48,
1315833197864,0,ACTIVE,2249229,Novak Djokovic,1.66,94094.04,1.67,30045.8,831016.06,1.66,
1315833254864,0,ACTIVE,2251410,Rafael Nadal,2.48,15601.14,2.5,2075.55,251643.72,2.5,
1315833270864,0,ACTIVE,2249229,Novak Djokovic,1.66,94094.04,1.67,30474.65,831016.06,1.66,
1315833270864,0,ACTIVE,2251410,Rafael Nadal,2.48,15596.85,2.5,2075.55,251652.3,2.48,
1315833308864,0,ACTIVE,2249229,Novak Djokovic,1.66,94094.04,1.67,30479.68,831016.06,1.66,
1315833320864,0,ACTIVE,2251410,Rafael Nadal,2.48,15596.85,2.5,1994.07,251815.27,2.5,
1315833337864,0,ACTIVE,2249229,Novak Djokovic,1.66,94094.04,1.67,24174.52,843626.44,1.67,
1315833344864,0,ACTIVE,2249229,Novak Djokovic,1.66,94094.04,1.67,24174.83,843626.44,1.67,
1315833348864,0,ACTIVE,2251410,Rafael Nadal,2.48,15586.56,2.5,1994.07,251835.84,2.48,
1315833367864,0,ACTIVE,2249229,Novak Djokovic,1.66,94087.53,1.67,24174.83,843639.44,1.66,
1315833399864,0,ACTIVE,2251410,Rafael Nadal,2.48,15586.56,2.5,1987.56,251848.86,2.5,
1315833410864,0,ACTIVE,2249229,Novak Djokovic,1.66,100053.63,1.67,24174.83,843715.1,1.66,
1315833435864,0,ACTIVE,2249229,Novak Djokovic,1.66,100048.63,1.67,24174.83,843725.1,1.66,
1315833475864,0,ACTIVE,2249229,Novak Djokovic,1.66,100043.63,1.67,24174.83,843735.1,1.66,
