Tennis US Open 2011 Mens Tournament The Final Djokovic v Nadal 
Match Odds
1315857600000
Mon Sep 12 21:00:00 BST 2011
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1315864917864,5,ACTIVE,2251410,Rafael Nadal,9.4,124.38,10.0,525.53,2121108.0,10.0,
1315864918864,5,ACTIVE,2249229,Novak Djokovic,1.11,47465.02,1.12,7297.18,1.8703532E7,1.11,
1315864919864,5,ACTIVE,2249229,Novak Djokovic,1.11,48156.86,1.12,7297.18,1.870355E7,1.11,
1315864919864,5,ACTIVE,2251410,Rafael Nadal,9.4,124.38,9.8,10.0,2121108.0,10.0,
1315864920864,5,ACTIVE,2249229,Novak Djokovic,1.11,47878.11,1.12,7297.18,1.8704106E7,1.11,
1315864920864,5,ACTIVE,2251410,Rafael Nadal,9.6,463.04,9.8,10.0,2121108.0,10.0,
1315864921864,5,ACTIVE,2249229,Novak Djokovic,1.11,47878.11,1.12,7297.18,1.8704106E7,1.11,
1315864921864,5,ACTIVE,2251410,Rafael Nadal,9.6,463.04,9.8,10.0,2121108.0,10.0,
1315864922864,5,ACTIVE,2249229,Novak Djokovic,1.11,47748.11,1.12,7297.18,1.8704366E7,1.11,
1315864922864,5,ACTIVE,2251410,Rafael Nadal,9.6,399.71,9.8,10.0,2121234.8,9.6,
1315864923864,5,ACTIVE,2249229,Novak Djokovic,1.11,47748.11,1.12,7397.18,1.8704366E7,1.11,
1315864923864,5,ACTIVE,2251410,Rafael Nadal,9.6,315.58,9.8,10.0,2121403.0,9.6,
1315864924864,5,ACTIVE,2249229,Novak Djokovic,1.11,47799.58,1.12,7405.18,1.8704366E7,1.11,
1315864924864,5,ACTIVE,2251410,Rafael Nadal,9.6,144.04,9.8,179.89,2121746.0,9.6,
1315864925864,5,ACTIVE,2249229,Novak Djokovic,1.11,47899.58,1.12,7405.18,1.8704366E7,1.11,
1315864925864,5,ACTIVE,2251410,Rafael Nadal,9.6,144.04,9.8,246.52,2121746.0,9.6,
1315864926864,5,ACTIVE,2249229,Novak Djokovic,1.11,48387.58,1.12,6517.18,1.8706166E7,1.11,
1315864926864,5,ACTIVE,2251410,Rafael Nadal,9.6,144.04,9.8,246.52,2121746.0,9.6,
1315864927864,5,ACTIVE,2249229,Novak Djokovic,1.11,48478.15,1.12,6517.18,1.8706186E7,1.11,
1315864927864,5,ACTIVE,2251410,Rafael Nadal,9.6,144.04,9.8,350.77,2121764.0,9.8,
1315864928864,5,ACTIVE,2249229,Novak Djokovic,1.11,48306.61,1.12,6517.18,1.8706528E7,1.11,
1315864929864,5,ACTIVE,2249229,Novak Djokovic,1.11,47606.61,1.12,6517.18,1.8706528E7,1.11,
1315864929864,5,ACTIVE,2251410,Rafael Nadal,9.6,139.04,9.8,350.77,2121774.0,9.6,
1315864930864,5,ACTIVE,2251410,Rafael Nadal,9.4,26.1,9.6,32.49,2122052.2,9.6,
1315864931864,5,ACTIVE,2249229,Novak Djokovic,1.11,4975.16,1.12,6517.17,1.8706528E7,1.12,
1315864931864,5,ACTIVE,2251410,Rafael Nadal,9.4,26.1,9.6,45.73,2122053.0,9.6,
1315864932864,5,ACTIVE,2249229,Novak Djokovic,1.11,4975.16,1.12,6517.17,1.8706528E7,1.12,
1315864932864,5,ACTIVE,2251410,Rafael Nadal,9.4,23.1,9.6,38.52,2122067.5,9.6,
1315864933864,5,ACTIVE,2249229,Novak Djokovic,1.11,4975.16,1.12,6688.71,1.8706528E7,1.12,
1315864933864,5,ACTIVE,2251410,Rafael Nadal,9.4,23.1,9.6,29.32,2122086.0,9.6,
1315864934864,5,ACTIVE,2249229,Novak Djokovic,1.11,5060.93,1.12,6633.71,1.8706638E7,1.12,
1315864934864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,76.9,2122132.2,9.4,
1315864935864,5,ACTIVE,2249229,Novak Djokovic,1.11,4809.47,1.12,6015.59,1.8707038E7,1.11,
1315864936864,5,ACTIVE,2249229,Novak Djokovic,1.11,4814.47,1.12,5945.6,1.8707178E7,1.12,
1315864936864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,103.9,2122132.2,9.4,
1315864937864,5,ACTIVE,2249229,Novak Djokovic,1.11,4814.47,1.12,5942.35,1.8707184E7,1.12,
1315864937864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,103.9,2122132.2,9.4,
1315864938864,5,ACTIVE,2249229,Novak Djokovic,1.11,5768.24,1.12,5932.92,1.8707204E7,1.12,
1315864938864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,10.0,2122132.2,9.4,
1315864939864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,21.52,2122132.2,9.4,
1315864940864,5,ACTIVE,2249229,Novak Djokovic,1.11,5353.97,1.12,5881.46,1.8708136E7,1.12,
1315864940864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,21.51,2122135.5,9.4,
1315864941864,5,ACTIVE,2249229,Novak Djokovic,1.11,5005.89,1.12,5891.46,1.8708136E7,1.12,
1315864941864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.22,9.4,21.51,2122135.5,9.4,
1315864942864,5,ACTIVE,2249229,Novak Djokovic,1.11,5000.89,1.12,4176.04,1.8708146E7,1.11,
1315864943864,5,ACTIVE,2249229,Novak Djokovic,1.11,5000.89,1.12,3429.61,1.8709238E7,1.12,
1315864943864,5,ACTIVE,2251410,Rafael Nadal,9.2,7.22,9.4,19.79,2122145.0,9.4,
1315864944864,5,ACTIVE,2249229,Novak Djokovic,1.11,3657.81,1.12,3429.61,1.8709238E7,1.12,
1315864944864,5,ACTIVE,2251410,Rafael Nadal,9.0,40.02,9.4,19.79,2122298.8,9.0,
1315864945864,5,ACTIVE,2249229,Novak Djokovic,1.12,12001.19,1.13,43658.11,1.8716098E7,1.12,
1315864945864,5,ACTIVE,2251410,Rafael Nadal,8.8,96.06,9.0,388.83,2122378.8,9.0,
1315864946864,5,ACTIVE,2249229,Novak Djokovic,1.12,12001.19,1.13,43658.11,1.8716098E7,1.12,
1315864946864,5,ACTIVE,2251410,Rafael Nadal,8.8,96.06,9.0,388.83,2122378.8,9.0,
1315864947864,5,ACTIVE,2251410,Rafael Nadal,8.8,96.06,9.0,169.42,2122817.8,9.0,
1315864948864,5,ACTIVE,2249229,Novak Djokovic,1.12,12211.15,1.13,43658.11,1.8716098E7,1.12,
1315864948864,5,ACTIVE,2251410,Rafael Nadal,8.8,96.06,9.0,194.42,2122821.8,9.0,
1315864949864,5,ACTIVE,2249229,Novak Djokovic,1.12,11333.53,1.13,43658.11,1.8717852E7,1.12,
1315864950864,5,ACTIVE,2249229,Novak Djokovic,1.12,11333.53,1.13,43657.25,1.8717852E7,1.12,
1315864950864,5,ACTIVE,2251410,Rafael Nadal,8.8,96.06,9.0,194.42,2122821.8,9.0,
1315864951864,5,ACTIVE,2249229,Novak Djokovic,1.12,11320.02,1.13,43466.84,1.871826E7,1.13,
1315864952864,5,ACTIVE,2249229,Novak Djokovic,1.12,11201.17,1.13,43466.84,1.8718498E7,1.12,
1315864953864,5,ACTIVE,2249229,Novak Djokovic,1.12,12154.09,1.13,43457.87,1.8718498E7,1.12,
1315864953864,5,ACTIVE,2251410,Rafael Nadal,8.8,66.05,9.0,194.42,2122881.8,8.8,
1315864954864,5,ACTIVE,2249229,Novak Djokovic,1.12,12150.09,1.13,43449.29,1.8718524E7,1.13,
1315864954864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,9.0,165.36,2123139.8,9.0,
1315864955864,5,ACTIVE,2249229,Novak Djokovic,1.12,12131.69,1.13,43480.54,1.871856E7,1.12,
1315864956864,5,ACTIVE,2249229,Novak Djokovic,1.12,10416.27,1.13,43480.54,1.871856E7,1.12,
1315864957864,5,ACTIVE,2249229,Novak Djokovic,1.12,12664.97,1.13,43480.54,1.871856E7,1.12,
1315864958864,5,ACTIVE,2249229,Novak Djokovic,1.12,14380.38,1.13,43480.54,1.871856E7,1.12,
1315864958864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,9.0,175.36,2123139.8,9.0,
1315864959864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,9.0,175.36,2123139.8,9.0,
1315864960864,5,ACTIVE,2249229,Novak Djokovic,1.12,14346.07,1.13,43480.54,1.871863E7,1.12,
1315864960864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,9.0,165.36,2123159.8,9.0,
1315864961864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,9.0,154.21,2123182.0,9.0,
1315864962864,5,ACTIVE,2249229,Novak Djokovic,1.12,13181.68,1.13,43480.54,1.8720976E7,1.12,
1315864962864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,8.8,63.66,2123182.0,9.0,
1315864963864,5,ACTIVE,2249229,Novak Djokovic,1.12,13134.51,1.13,43659.44,1.872107E7,1.12,
1315864963864,5,ACTIVE,2251410,Rafael Nadal,8.6,252.2,8.8,59.24,2123191.0,8.8,
1315864964864,5,ACTIVE,2249229,Novak Djokovic,1.12,10032.99,1.13,43541.48,1.8722774E7,1.12,
1315864965864,5,ACTIVE,2249229,Novak Djokovic,1.12,10869.26,1.13,43391.48,1.8723118E7,1.13,
1315864966864,5,ACTIVE,2249229,Novak Djokovic,1.12,10234.45,1.13,43269.48,1.8724632E7,1.13,
1315864967864,5,ACTIVE,2249229,Novak Djokovic,1.12,10417.45,1.13,43227.9,1.8724666E7,1.12,
1315864967864,5,ACTIVE,2251410,Rafael Nadal,8.6,693.56,8.8,56.35,2123196.8,8.8,
1315864968864,5,ACTIVE,2249229,Novak Djokovic,1.12,10917.45,1.13,43656.75,1.8724666E7,1.12,
1315864968864,5,ACTIVE,2251410,Rafael Nadal,8.6,1169.59,8.8,40.42,2123228.5,8.8,
1315864969864,5,ACTIVE,2249229,Novak Djokovic,1.12,10707.45,1.13,43965.73,1.8725468E7,1.13,
1315864969864,5,ACTIVE,2251410,Rafael Nadal,8.8,41.44,9.0,158.49,2123309.5,8.8,
1315864970864,5,ACTIVE,2249229,Novak Djokovic,1.12,10707.45,1.13,43465.73,1.8726468E7,1.13,
1315864971864,5,ACTIVE,2249229,Novak Djokovic,1.12,10707.45,1.13,43265.73,1.8726868E7,1.13,
1315864971864,5,ACTIVE,2251410,Rafael Nadal,8.8,30.29,9.0,154.2,2123331.8,8.8,
1315864972864,5,ACTIVE,2249229,Novak Djokovic,1.12,10698.8,1.13,43265.73,1.8726884E7,1.12,
1315864972864,5,ACTIVE,2251410,Rafael Nadal,8.8,33.88,9.0,154.2,2123335.2,8.8,
1315864973864,5,ACTIVE,2249229,Novak Djokovic,1.12,9578.51,1.13,43265.73,1.873203E7,1.12,
1315864973864,5,ACTIVE,2251410,Rafael Nadal,8.8,36.36,9.0,154.2,2123355.2,8.8,
1315864974864,5,ACTIVE,2249229,Novak Djokovic,1.12,11722.77,1.13,43265.73,1.873203E7,1.12,
1315864974864,5,ACTIVE,2251410,Rafael Nadal,8.8,36.36,9.0,37.0,2123355.2,8.8,
1315864975864,5,ACTIVE,2249229,Novak Djokovic,1.12,11939.77,1.13,43260.73,1.873205E7,1.13,
1315864975864,5,ACTIVE,2251410,Rafael Nadal,8.8,15.78,9.0,64.15,2123359.2,8.8,
1315864976864,5,ACTIVE,2249229,Novak Djokovic,1.12,11939.77,1.13,43174.96,1.8732222E7,1.13,
1315864976864,5,ACTIVE,2251410,Rafael Nadal,8.8,210.48,9.0,64.15,2123359.2,8.8,
1315864977864,5,ACTIVE,2249229,Novak Djokovic,1.12,11982.66,1.13,42917.65,1.8732736E7,1.13,
1315864977864,5,ACTIVE,2251410,Rafael Nadal,8.8,212.62,9.0,42.18,2123383.0,9.0,
1315864978864,5,ACTIVE,2249229,Novak Djokovic,1.12,11437.29,1.13,43768.49,1.8733852E7,1.12,
1315864978864,5,ACTIVE,2251410,Rafael Nadal,9.0,282.24,9.2,64.32,2123484.8,9.0,
1315864979864,5,ACTIVE,2249229,Novak Djokovic,1.12,9715.57,1.13,43768.49,1.8737294E7,1.12,
1315864979864,5,ACTIVE,2251410,Rafael Nadal,9.0,265.3,9.2,64.32,2123519.0,9.0,
1315864980864,5,ACTIVE,2249229,Novak Djokovic,1.12,10215.57,1.13,43766.49,1.8737294E7,1.12,
1315864980864,5,ACTIVE,2251410,Rafael Nadal,9.0,328.07,9.2,64.32,2123519.0,9.0,
1315864981864,5,ACTIVE,2249229,Novak Djokovic,1.12,12443.03,1.13,44285.01,1.8737338E7,1.12,
1315864981864,5,ACTIVE,2251410,Rafael Nadal,9.0,626.07,9.2,64.32,2123523.0,9.0,
1315864982864,5,ACTIVE,2251410,Rafael Nadal,9.0,622.64,9.2,64.32,2123529.8,9.0,
1315864983864,5,ACTIVE,2249229,Novak Djokovic,1.12,13279.8,1.13,44194.5,1.8737686E7,1.12,
1315864983864,5,ACTIVE,2251410,Rafael Nadal,9.0,594.64,9.2,47.17,2123595.8,9.0,
1315864984864,5,ACTIVE,2249229,Novak Djokovic,1.12,13198.36,1.13,44203.08,1.8738706E7,1.12,
1315864984864,5,ACTIVE,2251410,Rafael Nadal,9.0,592.92,9.2,47.17,2123599.2,9.0,
1315864985864,5,ACTIVE,2249229,Novak Djokovic,1.12,13566.92,1.13,44203.08,1.8739686E7,1.12,
1315864985864,5,ACTIVE,2251410,Rafael Nadal,9.0,616.02,9.2,47.17,2123599.2,9.0,
1315864986864,5,ACTIVE,2249229,Novak Djokovic,1.12,13553.04,1.13,44203.08,1.8739712E7,1.12,
1315864986864,5,ACTIVE,2251410,Rafael Nadal,9.0,624.21,9.2,57.17,2123599.2,9.0,
1315864987864,5,ACTIVE,2249229,Novak Djokovic,1.12,13516.91,1.13,43874.87,1.8742442E7,1.12,
1315864987864,5,ACTIVE,2251410,Rafael Nadal,9.0,624.2,9.2,57.17,2123599.2,9.0,
1315864988864,5,ACTIVE,2249229,Novak Djokovic,1.12,13391.55,1.13,43870.48,1.8742702E7,1.12,
1315864988864,5,ACTIVE,2251410,Rafael Nadal,9.0,624.2,9.2,57.17,2123599.2,9.0,
1315864989864,5,ACTIVE,2249229,Novak Djokovic,1.12,13880.62,1.13,43667.45,1.8743112E7,1.12,
1315864989864,5,ACTIVE,2251410,Rafael Nadal,9.0,603.1,9.2,57.17,2123599.2,9.0,
1315864990864,5,ACTIVE,2249229,Novak Djokovic,1.12,9209.09,1.13,43667.61,1.8753454E7,1.12,
1315864990864,5,ACTIVE,2251410,Rafael Nadal,9.2,17.38,9.4,654.3,2123717.5,9.2,
1315864991864,5,ACTIVE,2249229,Novak Djokovic,1.12,9189.09,1.13,42813.33,1.8755208E7,1.12,
1315864991864,5,ACTIVE,2251410,Rafael Nadal,9.2,7.38,9.4,654.3,2123737.5,9.2,
1315864992864,5,ACTIVE,2249229,Novak Djokovic,1.12,9144.23,1.13,42813.33,1.8755298E7,1.12,
1315864993864,5,ACTIVE,2249229,Novak Djokovic,1.12,6571.11,1.13,42755.68,1.876056E7,1.13,
1315864993864,5,ACTIVE,2251410,Rafael Nadal,9.2,4.91,9.4,571.0,2123761.5,9.2,
1315864994864,5,ACTIVE,2249229,Novak Djokovic,1.12,6471.12,1.13,42755.68,1.876076E7,1.12,
1315864994864,5,ACTIVE,2251410,Rafael Nadal,9.0,600.89,9.4,613.89,2123770.2,9.2,
1315864995864,5,ACTIVE,2249229,Novak Djokovic,1.12,12908.81,1.13,42882.8,1.8760772E7,1.12,
1315864995864,5,ACTIVE,2251410,Rafael Nadal,9.0,589.2,9.4,298.63,2124410.8,9.0,
1315864996864,5,ACTIVE,2249229,Novak Djokovic,1.12,12902.81,1.13,42912.17,1.8763452E7,1.12,
1315864996864,5,ACTIVE,2251410,Rafael Nadal,9.0,549.6,9.2,46.5,2124420.8,9.0,
1315864997864,5,ACTIVE,2249229,Novak Djokovic,1.12,12902.81,1.13,42457.59,1.876436E7,1.13,
1315864997864,5,ACTIVE,2251410,Rafael Nadal,9.0,531.82,9.2,44.5,2124460.2,9.0,
1315864998864,5,ACTIVE,2249229,Novak Djokovic,1.12,12902.81,1.13,42457.59,1.876436E7,1.13,
1315864998864,5,ACTIVE,2251410,Rafael Nadal,9.0,531.82,9.2,223.52,2124464.2,9.2,
1315864999864,5,ACTIVE,2249229,Novak Djokovic,1.12,13060.06,1.13,42463.59,1.876439E7,1.12,
1315864999864,5,ACTIVE,2251410,Rafael Nadal,9.0,463.41,9.2,223.52,2124579.2,9.0,
1315865000864,5,ACTIVE,2249229,Novak Djokovic,1.12,11716.98,1.13,48320.3,1.8767076E7,1.12,
1315865000864,5,ACTIVE,2251410,Rafael Nadal,9.0,463.41,9.2,30.38,2124965.5,9.2,
1315865001864,5,ACTIVE,2249229,Novak Djokovic,1.12,11586.83,1.13,48320.3,1.8767336E7,1.12,
1315865001864,5,ACTIVE,2251410,Rafael Nadal,9.2,43.52,9.4,288.63,2125026.2,9.2,
1315865002864,5,ACTIVE,2249229,Novak Djokovic,1.12,11466.54,1.13,48016.84,1.8768526E7,1.12,
1315865002864,5,ACTIVE,2251410,Rafael Nadal,9.0,461.69,9.2,96.73,2125121.0,9.0,
1315865003864,5,ACTIVE,2249229,Novak Djokovic,1.12,11557.68,1.13,50304.51,1.8768548E7,1.12,
1315865003864,5,ACTIVE,2251410,Rafael Nadal,9.0,485.28,9.2,96.73,2125121.0,9.0,
1315865004864,5,ACTIVE,2249229,Novak Djokovic,1.12,11574.83,1.13,50304.51,1.8768548E7,1.12,
1315865004864,5,ACTIVE,2251410,Rafael Nadal,9.0,472.8,9.2,103.4,2125136.2,9.2,
1315865005864,5,ACTIVE,2249229,Novak Djokovic,1.12,12326.63,1.13,49447.66,1.8770294E7,1.12,
1315865005864,5,ACTIVE,2251410,Rafael Nadal,9.0,543.12,9.2,143.61,2125153.8,9.2,
1315865006864,5,ACTIVE,2249229,Novak Djokovic,1.12,11326.63,1.13,49447.66,1.8772294E7,1.12,
1315865006864,5,ACTIVE,2251410,Rafael Nadal,9.0,942.12,9.2,147.9,2125153.8,9.2,
1315865007864,5,ACTIVE,2249229,Novak Djokovic,1.12,11326.63,1.13,49439.08,1.8772312E7,1.13,
1315865007864,5,ACTIVE,2251410,Rafael Nadal,9.0,942.12,9.2,338.31,2125153.8,9.2,
1315865008864,5,ACTIVE,2249229,Novak Djokovic,1.12,9426.71,1.13,49419.08,1.8776246E7,1.12,
1315865008864,5,ACTIVE,2251410,Rafael Nadal,9.0,932.69,9.2,338.31,2125292.8,9.0,
1315865009864,5,ACTIVE,2249229,Novak Djokovic,1.12,9426.71,1.13,50049.6,1.8776246E7,1.12,
1315865009864,5,ACTIVE,2251410,Rafael Nadal,9.0,1374.05,9.2,357.18,2125292.8,9.0,
1315865010864,5,ACTIVE,2249229,Novak Djokovic,1.12,9423.35,1.13,50049.6,1.8776252E7,1.12,
1315865010864,5,ACTIVE,2251410,Rafael Nadal,9.0,1364.5,9.2,357.18,2125311.8,9.0,
1315865011864,5,ACTIVE,2249229,Novak Djokovic,1.12,6416.81,1.13,50049.6,1.8782264E7,1.12,
1315865011864,5,ACTIVE,2251410,Rafael Nadal,9.0,1207.68,9.2,357.18,2125625.5,9.0,
1315865012864,5,ACTIVE,2249229,Novak Djokovic,1.12,6502.81,1.13,50049.6,1.8782464E7,1.12,
1315865012864,5,ACTIVE,2251410,Rafael Nadal,9.0,1207.68,9.2,352.02,2125635.8,9.2,
1315865013864,5,ACTIVE,2249229,Novak Djokovic,1.12,7284.17,1.13,50019.6,1.8782618E7,1.12,
1315865013864,5,ACTIVE,2251410,Rafael Nadal,9.0,1154.14,9.2,347.06,2125762.8,9.0,
1315865014864,5,ACTIVE,2249229,Novak Djokovic,1.12,4890.51,1.13,48519.6,1.8790604E7,1.12,
1315865014864,5,ACTIVE,2251410,Rafael Nadal,9.0,1154.14,9.2,345.06,2125766.8,9.2,
1315865015864,5,ACTIVE,2249229,Novak Djokovic,1.12,4976.28,1.13,48469.6,1.8790704E7,1.13,
1315865015864,5,ACTIVE,2251410,Rafael Nadal,9.0,1154.14,9.2,516.6,2125766.8,9.2,
1315865016864,5,ACTIVE,2249229,Novak Djokovic,1.12,5405.14,1.13,48469.6,1.8790704E7,1.13,
1315865016864,5,ACTIVE,2251410,Rafael Nadal,9.0,1022.35,9.2,688.14,2125897.5,9.0,
1315865017864,5,ACTIVE,2249229,Novak Djokovic,1.12,5089.88,1.13,48467.03,1.879134E7,1.12,
1315865017864,5,ACTIVE,2251410,Rafael Nadal,9.0,1022.35,9.2,411.68,2126107.5,9.2,
1315865018864,5,ACTIVE,2249229,Novak Djokovic,1.12,3736.77,1.13,48259.17,1.8794292E7,1.12,
1315865018864,5,ACTIVE,2251410,Rafael Nadal,9.0,990.91,9.2,360.49,2126272.8,9.0,
1315865019864,5,ACTIVE,2251410,Rafael Nadal,9.0,990.91,9.2,359.99,2126277.8,9.2,
1315865020864,5,ACTIVE,2249229,Novak Djokovic,1.12,3186.77,1.13,48270.67,1.8795432E7,1.12,
1315865020864,5,ACTIVE,2251410,Rafael Nadal,9.0,990.91,9.2,313.68,2126370.2,9.2,
1315865021864,5,ACTIVE,2249229,Novak Djokovic,1.12,3127.59,1.13,48184.9,1.879555E7,1.12,
1315865021864,5,ACTIVE,2251410,Rafael Nadal,9.0,1292.44,9.2,252.68,2126503.0,9.2,
1315865022864,5,ACTIVE,2249229,Novak Djokovic,1.12,6729.59,1.13,48099.13,1.879572E7,1.13,
1315865022864,5,ACTIVE,2251410,Rafael Nadal,9.0,1292.44,9.2,252.68,2126503.0,9.2,
1315865023864,5,ACTIVE,2249229,Novak Djokovic,1.12,7094.87,1.13,47899.8,1.8796118E7,1.12,
1315865023864,5,ACTIVE,2251410,Rafael Nadal,9.0,1307.03,9.2,250.68,2126506.5,9.0,
1315865024864,5,ACTIVE,2249229,Novak Djokovic,1.12,7094.87,1.13,48399.8,1.8796118E7,1.12,
1315865024864,5,ACTIVE,2251410,Rafael Nadal,9.0,1333.6,9.2,70.56,2126866.8,9.2,
1315865025864,5,ACTIVE,2249229,Novak Djokovic,1.12,3443.87,1.13,47714.03,1.8803592E7,1.12,
1315865026864,5,ACTIVE,2249229,Novak Djokovic,1.12,5349.69,1.13,48705.45,1.880361E7,1.13,
1315865026864,5,ACTIVE,2251410,Rafael Nadal,9.0,1263.6,9.2,37.56,2127132.8,9.2,
1315865027864,5,ACTIVE,2249229,Novak Djokovic,1.12,4320.14,1.13,48705.45,1.8805668E7,1.12,
1315865027864,5,ACTIVE,2251410,Rafael Nadal,9.0,1283.03,9.2,37.56,2127141.0,9.0,
1315865028864,5,ACTIVE,2249229,Novak Djokovic,1.12,4220.14,1.13,48701.16,1.8805878E7,1.13,
1315865028864,5,ACTIVE,2251410,Rafael Nadal,9.0,1237.73,9.2,33.28,2127260.2,9.0,
1315865029864,5,ACTIVE,2249229,Novak Djokovic,1.12,4014.99,1.13,48701.16,1.8806288E7,1.12,
1315865029864,5,ACTIVE,2251410,Rafael Nadal,9.0,1237.73,9.2,38.93,2127268.8,9.2,
1315865030864,5,ACTIVE,2249229,Novak Djokovic,1.12,3929.22,1.13,49001.16,1.880646E7,1.12,
1315865031864,5,ACTIVE,2249229,Novak Djokovic,1.12,3929.22,1.13,48385.78,1.880766E7,1.13,
1315865031864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.6,9.4,331.52,2128055.8,9.0,
1315865032864,5,ACTIVE,2249229,Novak Djokovic,1.12,3672.77,1.13,48228.67,1.8808172E7,1.12,
1315865032864,5,ACTIVE,2251410,Rafael Nadal,9.2,10.6,9.4,331.52,2128055.8,9.0,
1315865033864,5,ACTIVE,2249229,Novak Djokovic,1.12,3672.77,1.13,48328.67,1.8808172E7,1.12,
1315865033864,5,ACTIVE,2251410,Rafael Nadal,9.0,846.74,9.4,331.52,2128167.0,9.0,
1315865034864,5,ACTIVE,2251410,Rafael Nadal,9.2,52.0,9.4,331.52,2128167.0,9.0,
1315865035864,5,ACTIVE,2249229,Novak Djokovic,1.12,5978.59,1.13,48325.06,1.880823E7,1.13,
1315865035864,5,ACTIVE,2251410,Rafael Nadal,9.2,52.85,9.4,331.52,2128177.2,9.2,
1315865036864,5,ACTIVE,2249229,Novak Djokovic,1.12,5978.59,1.13,48323.34,1.880823E7,1.13,
1315865036864,5,ACTIVE,2251410,Rafael Nadal,9.2,52.85,9.4,331.52,2128177.2,9.2,
1315865037864,5,ACTIVE,2249229,Novak Djokovic,1.12,5978.59,1.13,48323.34,1.880823E7,1.13,
1315865037864,5,ACTIVE,2251410,Rafael Nadal,9.2,67.13,9.4,331.52,2128177.2,9.2,
1315865038864,5,ACTIVE,2249229,Novak Djokovic,1.12,12976.87,1.13,48323.34,1.8808234E7,1.12,
1315865038864,5,ACTIVE,2251410,Rafael Nadal,9.2,62.64,9.4,331.52,2128186.2,9.2,
1315865039864,5,ACTIVE,2249229,Novak Djokovic,1.12,12925.4,1.13,48325.86,1.8808336E7,1.12,
1315865039864,5,ACTIVE,2251410,Rafael Nadal,9.2,52.64,9.4,331.52,2128206.2,9.2,
1315865040864,5,ACTIVE,2249229,Novak Djokovic,1.12,12925.4,1.13,47315.57,1.8808356E7,1.13,
1315865040864,5,ACTIVE,2251410,Rafael Nadal,9.2,48.36,9.4,331.52,2128206.2,9.2,
1315865041864,5,ACTIVE,2249229,Novak Djokovic,1.12,16706.14,1.13,47315.57,1.880836E7,1.12,
1315865041864,5,ACTIVE,2251410,Rafael Nadal,9.2,48.36,9.4,331.52,2128206.2,9.2,
1315865042864,5,ACTIVE,2249229,Novak Djokovic,1.12,23812.94,1.13,44923.57,1.8814712E7,1.13,
1315865042864,5,ACTIVE,2251410,Rafael Nadal,9.0,375.36,9.4,306.14,2128428.5,9.0,
1315865043864,5,ACTIVE,2249229,Novak Djokovic,1.12,24148.71,1.13,44880.68,1.8814798E7,1.13,
1315865043864,5,ACTIVE,2251410,Rafael Nadal,9.2,214.42,9.4,306.14,2128428.5,9.0,
1315865044864,5,ACTIVE,2249229,Novak Djokovic,1.12,24688.86,1.13,44791.48,1.8817864E7,1.12,
1315865044864,5,ACTIVE,2251410,Rafael Nadal,9.2,308.61,9.4,306.14,2128514.2,9.2,
1315865045864,5,ACTIVE,2249229,Novak Djokovic,1.12,19274.41,1.13,44791.48,1.882644E7,1.12,
1315865045864,5,ACTIVE,2251410,Rafael Nadal,9.2,182.94,9.4,306.14,2128514.2,9.2,
1315865046864,5,ACTIVE,2249229,Novak Djokovic,1.12,17524.41,1.13,44725.48,1.8830072E7,1.12,
1315865046864,5,ACTIVE,2251410,Rafael Nadal,9.2,215.53,9.4,306.14,2128514.2,9.2,
1315865047864,5,ACTIVE,2249229,Novak Djokovic,1.12,17535.25,1.13,44725.48,1.8830084E7,1.12,
1315865047864,5,ACTIVE,2251410,Rafael Nadal,9.2,204.13,9.4,306.14,2128514.2,9.2,
1315865048864,5,ACTIVE,2249229,Novak Djokovic,1.12,17535.25,1.13,44725.48,1.8830084E7,1.12,
1315865048864,5,ACTIVE,2251410,Rafael Nadal,9.2,236.69,9.4,301.67,2128538.2,9.2,
1315865049864,5,ACTIVE,2249229,Novak Djokovic,1.12,17535.25,1.13,44719.48,1.8830084E7,1.12,
1315865050864,5,ACTIVE,2249229,Novak Djokovic,1.12,17510.09,1.13,44719.48,1.8830136E7,1.12,
1315865050864,5,ACTIVE,2251410,Rafael Nadal,9.2,62.57,9.4,301.67,2128886.5,9.2,
1315865051864,5,ACTIVE,2249229,Novak Djokovic,1.12,17433.75,1.13,44713.48,1.88303E7,1.13,
1315865052864,5,ACTIVE,2249229,Novak Djokovic,1.12,17428.75,1.13,44713.48,1.883031E7,1.12,
