Barclays ATP World Tour Finals - Tsonga vs Federer
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points
1322423902047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,10.32,3.05,731.71,3,10.99,3.15,16.39,3.25,12177.22,5,5.41,561911.5,3.15,6,6,4,50
1322423902047,5,ACTIVE,2251402,Roger Federer,1.46,8357.17,1.45,36388.72,1.41,9405.82,1.47,472.7,1.49,951.19,1.55,163.32,1.3066049E7,1.46,3,7,3,40
1322423903047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,1010.32,3,10.99,2.8,30.75,3.15,110.89,3.25,12177.22,5,5.41,561957.06,3.15,6,6,4,50
1322423903047,5,ACTIVE,2251402,Roger Federer,1.46,7684.23,1.45,36388.72,1.41,9405.82,1.47,461.83,1.55,163.32,1.57,66.01,1.3067416E7,1.47,3,7,3,40
1322423904047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,1010.32,3,10.99,2.8,30.75,3.15,110.89,3.25,12177.22,5,5.41,561957.06,3.15,6,6,4,50
1322423904047,5,ACTIVE,2251402,Roger Federer,1.47,737.5,1.46,7682.51,1.45,36388.72,1.55,163.32,1.57,66.01,1.58,9532.62,1.3068392E7,1.47,3,7,3,40
1322423905047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.15,16.07,3.25,12177.22,5,5.41,562217.25,3.15,6,6,4,50
1322423905047,5,ACTIVE,2251402,Roger Federer,1.47,703.39,1.46,7682.51,1.45,36388.72,1.55,163.32,1.57,66.01,1.58,9532.62,1.3068582E7,1.47,3,7,3,40
1322423906047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.15,7.51,3.25,12177.22,4.7,10.27,562234.4,3.15,6,6,4,50
1322423906047,5,ACTIVE,2251402,Roger Federer,1.46,7451.76,1.45,36388.72,1.41,9405.82,1.55,163.32,1.57,66.01,1.58,9532.62,1.3070451E7,1.46,3,7,3,40
1322423907047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.25,12177.22,4.7,10.27,5,5.41,562327.5,3.2,6,6,4,50
1322423907047,5,ACTIVE,2251402,Roger Federer,1.46,7077.11,1.45,36388.72,1.41,9405.82,1.55,163.32,1.57,66.01,1.58,9532.62,1.3071149E7,1.46,3,7,3,40
1322423908047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.25,12177.22,4.7,10.27,5,5.41,562476.44,3.2,6,6,4,50
1322423908047,5,ACTIVE,2251402,Roger Federer,1.46,6742.64,1.45,36388.72,1.41,9405.82,1.55,163.32,1.57,66.01,1.58,9532.62,1.3071495E7,1.46,3,7,3,40
1322423909047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.15,5,3.25,12177.22,4.7,10.27,562476.44,3.2,6,6,4,40
1322423909047,5,ACTIVE,2251402,Roger Federer,1.46,6352.38,1.45,36388.72,1.43,5,1.55,163.32,1.56,3.8,1.57,66.01,1.3072199E7,1.46,3,7,3,40
1322423910047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,952.07,3,10.99,2.8,30.75,3.25,12177.22,4.7,10.27,4.8,199,562498.44,3.2,6,6,4,40
1322423910047,5,ACTIVE,2251402,Roger Federer,1.46,6220.73,1.45,36388.72,1.43,5,1.55,163.32,1.56,3.8,1.57,66.01,1.3072825E7,1.46,3,7,3,40
1322423911047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,945.94,3,10.99,2.8,30.75,4.7,10.27,4.8,199,5,5.41,562521.44,3.1,6,6,4,40
1322423911047,5,ACTIVE,2251402,Roger Federer,1.47,339.9,1.46,6200.11,1.45,1988.87,1.55,163.32,1.56,3.8,1.57,66.01,1.3073048E7,1.47,3,7,3,40
1322423912047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,945.94,3,10.99,2.8,30.75,4.7,10.27,4.8,199,5,5.41,562521.44,3.1,6,6,4,40
1322423912047,5,ACTIVE,2251402,Roger Federer,1.47,339.9,1.46,6197.76,1.43,5,1.55,156.47,1.56,3.8,1.57,66.01,1.3073048E7,1.47,3,7,3,40
1322423913047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,945.94,3,5,2.8,30.75,4.7,10.27,4.8,199,5,5.41,562521.44,3.1,6,6,4,40
1322423913047,5,ACTIVE,2251402,Roger Federer,1.47,282.9,1.46,6197.76,1.41,9405.82,1.55,156.47,1.56,3.8,1.57,66.01,1.3073162E7,1.47,3,7,3,40
1322423914047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,5,3.1,945.94,3,5,4.7,10.27,4.8,199,5,5.41,562521.44,3.1,6,6,4,40
1322423914047,5,ACTIVE,2251402,Roger Federer,1.46,3157.5,1.41,9405.82,1.4,5021.24,1.5,250,1.55,156.47,1.56,5.61,1.3079699E7,1.46,3,7,3,40
1322423915047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,945.94,3,5,2.8,30.75,3.15,5,4.7,10.27,4.8,199,562521.44,3.1,6,6,4,40
1322423915047,5,ACTIVE,2251402,Roger Federer,1.46,1623.4,1.41,9405.82,1.4,3592.67,1.5,250,1.55,156.47,1.56,5.61,1.3082757E7,1.46,3,7,3,40
1322423916047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,217,3.1,925.94,3,5,4.7,10.27,4.8,199,5,5.41,562571.44,3.15,6,6,4,40
1322423916047,5,ACTIVE,2251402,Roger Federer,1.41,8780.82,1.4,3592.67,1.34,9405.82,1.45,25376.25,1.5,250,1.55,156.47,1.3087254E7,1.41,3,7,3,40
1322423917047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.25,10,3.15,3.42,3.1,925.94,4.7,10.27,4.8,199,5,13.97,562574,3.2,6,6,4,40
1322423917047,5,ACTIVE,2251402,Roger Federer,1.41,8780.82,1.4,3592.67,1.34,9405.82,1.45,25348.22,1.47,29.57,1.5,250,1.3087304E7,1.45,3,7,3,40
1322423918047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.25,7.43,3.15,13.42,3.1,925.94,4.7,10.27,4.8,199,5,13.97,562579.1,3.25,6,6,4,40
1322423918047,5,ACTIVE,2251402,Roger Federer,1.41,8780.82,1.4,3592.67,1.34,9405.82,1.45,25186.53,1.46,2221.02,1.47,2792.47,1.3087628E7,1.45,3,7,3,40
1322423919047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,13.42,3.1,925.94,3,5,4.7,10.27,4.8,199,5,13.97,562598.25,3.2,6,6,4,40
1322423919047,5,ACTIVE,2251402,Roger Federer,1.41,8580.82,1.4,3592.67,1.34,9405.82,1.45,28175.09,1.46,2227.02,1.47,2792.47,1.3088037E7,1.41,3,7,3,40
1322423920047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,14.28,3.1,925.94,3,5,4.7,10.27,4.8,199,5,13.97,562598.25,3.2,6,6,4,40
1322423920047,5,ACTIVE,2251402,Roger Federer,1.41,8580.82,1.4,3592.67,1.34,9405.82,1.45,28175.09,1.46,2227.02,1.47,2797.47,1.3088037E7,1.41,3,7,3,40
1322423921047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,14.28,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562605.1,3.2,6,6,4,40
1322423921047,5,ACTIVE,2251402,Roger Federer,1.41,8580.82,1.34,9405.82,1.33,7,1.42,660.2,1.43,600,1.45,28175.09,1.3088037E7,1.41,3,7,3,40
1322423922047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,476.95,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562605.1,3.2,6,6,4,40
1322423922047,5,ACTIVE,2251402,Roger Federer,1.41,8580.82,1.34,9405.82,1.33,7,1.42,660.2,1.43,600,1.45,28175.09,1.3088037E7,1.41,3,7,3,40
1322423923047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,14.28,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562605.1,3.2,6,6,4,40
1322423923047,5,ACTIVE,2251402,Roger Federer,1.41,8580.82,1.34,9405.82,1.33,7,1.42,660.2,1.43,600,1.44,1988.87,1.3088037E7,1.41,3,7,3,40
1322423924047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,10.85,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562605.1,3.2,6,6,4,40
1322423924047,5,ACTIVE,2251402,Roger Federer,1.34,9405.82,1.33,7,1.3,4500,1.42,660.2,1.43,600,1.44,1988.87,1.3088037E7,1.41,3,7,3,40
1322423925047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,10.85,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562609.4,3.5,6,6,4,40
1322423925047,5,ACTIVE,2251402,Roger Federer,1.3,4500,1.28,22.4,1.27,717.89,1.33,3311.7,1.4,17.65,1.43,600,1.3106873E7,1.33,3,7,3,40
1322423926047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,10.85,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562609.4,3.5,6,6,4,40
1322423926047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2609.3,1.3,490.58,1.33,3311.7,1.38,1000,1.3115892E7,1.3,3,7,3,40
1322423927047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,10.85,3.1,925.94,3,5,4.8,199,5,13.97,5.3,10.56,562609.4,3.5,6,6,4,40
1322423927047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2609.3,1.3,490.58,1.33,3311.7,1.38,1000,1.3115892E7,1.3,3,7,3,40
1322423928047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8929.79,3.15,25.85,3.1,925.94,4.8,199,5,13.97,5.3,10.56,562609.4,3.5,6,6,4,40
1322423928047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2609.3,1.3,473.46,1.33,30102.8,1.34,2998,1.3115926E7,1.3,3,7,3,40
1322423929047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8929.79,3.5,6,3.25,3.42,4.8,199,5,124.97,5.3,10.56,562609.4,3.5,6,6,4,40
1322423929047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2709.3,1.3,473.46,1.33,30102.8,1.34,2998,1.3115926E7,1.3,3,7,3,40
1322423930047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8929.79,3.5,6,3.25,3.42,4.8,199,5,124.97,5.3,10.56,562617.06,4.3,6,6,4,40
1322423930047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2709.3,1.3,447.99,1.33,30102.8,1.34,171.23,1.3115952E7,1.3,3,7,3,40
1322423931047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8929.79,3.5,6,3.25,3.42,4.8,199,5,124.97,5.3,10.56,562617.06,4.3,6,6,4,40
1322423931047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2709.3,1.33,30102.8,1.34,171.23,1.4,48.5,1.3115952E7,1.3,3,7,3,40
1322423932047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.5,6,3.25,3.42,4.8,199,5,124.97,5.3,10.56,563737.56,4.3,6,6,4,40
1322423932047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2709.3,1.3,706.98,1.33,30102.8,1.34,171.23,1.311597E7,1.3,3,7,3,40
1322423933047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.5,6,3.25,3.42,4.8,199,5,124.97,5.3,10.56,563737.56,4.3,6,6,4,40
1322423933047,5,ACTIVE,2251402,Roger Federer,1.28,22.4,1.27,717.89,1.26,2709.3,1.29,925.34,1.3,10112.8,1.33,30102.8,1.311597E7,1.3,3,7,3,40
1322423934047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.5,6,4.8,199,5,124.97,5.3,10.56,563737.56,4.3,6,6,4,40
1322423934047,5,ACTIVE,2251402,Roger Federer,1.29,2074.66,1.28,22.4,1.27,717.89,1.3,10112.8,1.32,3279.85,1.33,30102.8,1.311782E7,1.29,3,7,3,40
1322423935047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.5,6,4.8,199,5,124.97,5.3,10.56,563852.9,4.3,6,6,4,40
1322423935047,5,ACTIVE,2251402,Roger Federer,1.29,2707.31,1.28,108.02,1.27,3376.66,1.3,12394.77,1.32,3279.85,1.33,30102.8,1.3118292E7,1.3,3,7,3,40
1322423936047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.5,6,4.8,199,5,124.97,5.3,10.56,563852.9,4.3,6,6,4,40
1322423936047,5,ACTIVE,2251402,Roger Federer,1.29,2712.31,1.28,108.02,1.27,3376.66,1.3,12349.95,1.32,281.85,1.33,30102.8,1.3118382E7,1.3,3,7,3,40
1322423937047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.4,3.17,4.1,17.12,4,8372.21,4.8,199,5,124.97,5.3,10.56,563860.75,4.4,6,6,4,40
1322423937047,5,ACTIVE,2251402,Roger Federer,1.29,2689.91,1.28,108.02,1.27,3376.66,1.3,22343.85,1.32,281.85,1.33,30102.8,1.3118439E7,1.29,3,7,3,40
1322423938047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.8,199,5,124.97,5.3,10.56,563865.9,4.4,6,6,4,40
1322423938047,5,ACTIVE,2251402,Roger Federer,1.29,2600.91,1.28,1096.98,1.27,3376.66,1.3,16632.65,1.31,5136.98,1.32,281.85,1.3130261E7,1.29,3,7,3,40
1322423939047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.8,199,5,124.97,5.3,10.56,563867.1,4.4,6,6,4,40
1322423939047,5,ACTIVE,2251402,Roger Federer,1.29,3246.1,1.28,2096.98,1.27,3376.66,1.3,16360.64,1.31,5136.98,1.32,281.85,1.3131383E7,1.3,3,7,3,40
1322423940047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.8,199,5,111,5.3,10.56,563873.25,4.3,6,6,4,40
1322423940047,5,ACTIVE,2251402,Roger Federer,1.29,3169.03,1.28,1178.77,1.27,3419.47,1.3,15830.91,1.31,5136.98,1.32,281.85,1.3131942E7,1.3,3,7,3,40
1322423941047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.4,6.1,4.8,199,5,111,563901.7,4.3,6,6,4,40
1322423941047,5,ACTIVE,2251402,Roger Federer,1.29,1107.9,1.28,1178.77,1.27,3419.47,1.3,12735.93,1.31,5136.98,1.32,281.85,1.3142332E7,1.29,3,7,3,40
1322423942047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.4,6.1,4.8,199,5,111,563910.44,4.3,6,6,4,40
1322423942047,5,ACTIVE,2251402,Roger Federer,1.29,1079.04,1.28,3436.1,1.27,3275.89,1.3,12385.21,1.31,5141.98,1.32,281.85,1.3143025E7,1.29,3,7,3,40
1322423943047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.25,3.42,4.4,6.1,4.8,199,5,111,563910.44,4.3,6,6,4,40
1322423943047,5,ACTIVE,2251402,Roger Federer,1.29,1082.19,1.28,5196.72,1.27,3275.89,1.3,12378.89,1.31,5141.98,1.32,25,1.3143061E7,1.3,3,7,3,40
1322423944047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.5,4.01,4.4,6.1,4.8,199,5,111,563913.6,4.3,6,6,4,40
1322423944047,5,ACTIVE,2251402,Roger Federer,1.29,947.77,1.28,5039.31,1.27,3275.89,1.3,12348.2,1.31,5141.98,1.32,25,1.3143209E7,1.3,3,7,3,40
1322423945047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,17.12,4,8372.21,3.5,4.01,4.8,199,5,111,5.3,10.56,563985.4,4.4,6,6,4,40
1322423945047,5,ACTIVE,2251402,Roger Federer,1.29,158.01,1.28,5039.31,1.27,3275.89,1.3,11749.05,1.31,5141.98,1.32,25,1.3145901E7,1.3,3,7,3,40
1322423946047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.8,199,5,111,5.3,10.56,564029.2,4.4,6,6,4,40
1322423946047,5,ACTIVE,2251402,Roger Federer,1.28,4956.85,1.27,3275.89,1.26,1133.3,1.29,737.77,1.3,11749.05,1.31,5141.98,1.3146762E7,1.29,3,7,3,40
1322423947047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.8,199,5,153.8,5.3,10.56,564070.2,4.3,6,6,4,40
1322423947047,5,ACTIVE,2251402,Roger Federer,1.28,4940.23,1.27,2773.37,1.26,1133.3,1.3,11182.31,1.31,5,1.32,9430.82,1.3149371E7,1.3,3,7,3,40
1322423948047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.8,199,5,153.8,5.3,10.56,564070.2,4.3,6,6,4,40
1322423948047,5,ACTIVE,2251402,Roger Federer,1.28,4108.78,1.27,2773.37,1.26,1133.3,1.29,257.59,1.3,11162.31,1.31,5,1.3154125E7,1.29,3,7,3,40
1322423949047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.8,199,5,153.8,5.3,10.56,564070.2,4.3,6,6,4,40
1322423949047,5,ACTIVE,2251402,Roger Federer,1.28,2540.86,1.27,2773.37,1.26,1133.3,1.29,5835.4,1.3,11162.31,1.31,5,1.3157775E7,1.28,3,7,3,40
1322423950047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.8,199,5,153.8,5.3,10.56,564078.75,4.4,6,6,4,40
1322423950047,5,ACTIVE,2251402,Roger Federer,1.28,2440.86,1.27,2773.37,1.26,1133.3,1.29,5850.32,1.3,11162.31,1.31,5,1.3158279E7,1.29,3,7,3,40
1322423951047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564089.25,4.4,6,6,4,40
1322423951047,5,ACTIVE,2251402,Roger Federer,1.28,1746.16,1.27,2773.37,1.26,1133.3,1.29,6379.68,1.3,11162.31,1.31,5,1.316014E7,1.28,3,7,3,40
1322423952047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564099.56,4.4,6,6,4,40
1322423952047,5,ACTIVE,2251402,Roger Federer,1.28,1596.16,1.27,2773.37,1.26,1133.3,1.29,11469.39,1.3,10005,1.31,5,1.3161415E7,1.29,3,7,3,40
1322423953047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564108.1,4.4,6,6,4,40
1322423953047,5,ACTIVE,2251402,Roger Federer,1.28,4305.32,1.27,2773.37,1.26,1133.3,1.29,11019.21,1.3,10005,1.31,5,1.3162327E7,1.28,3,7,3,40
1322423954047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564133.8,4.4,6,6,4,40
1322423954047,5,ACTIVE,2251402,Roger Federer,1.28,3669.19,1.27,2773.37,1.26,1133.3,1.29,5583.53,1.3,10005,1.31,5,1.3164134E7,1.29,3,7,3,40
1322423955047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564242.8,4.4,6,6,4,40
1322423955047,5,ACTIVE,2251402,Roger Federer,1.28,3627.37,1.27,2773.37,1.26,1133.3,1.29,4850.63,1.3,10005,1.31,5,1.3164859E7,1.29,3,7,3,40
1322423956047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564262.8,4.4,6,6,4,40
1322423956047,5,ACTIVE,2251402,Roger Federer,1.28,3648.94,1.27,2773.37,1.26,1133.3,1.29,4651.68,1.3,10005,1.31,5,1.3165189E7,1.29,3,7,3,40
1322423957047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.15,10.85,4.5,17.12,4.8,199,5,153.8,564273.8,4.4,6,6,4,40
1322423957047,5,ACTIVE,2251402,Roger Federer,1.28,3280.96,1.27,2773.37,1.26,1133.3,1.29,4603.32,1.3,5,1.31,5,1.3166204E7,1.29,3,7,3,40
1322423958047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4,8372.21,3.25,3.42,3.2,3,4.5,3.4,5,153.8,5.3,10.56,564306.7,4.4,6,6,4,40
1322423958047,5,ACTIVE,2251402,Roger Federer,1.28,75.54,1.27,42.8,1.26,133.3,1.29,4581.41,1.3,5,1.31,5,1.316722E7,1.29,3,7,3,40
1322423959047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,81.28,4,8372.21,3.25,3.42,5,111,5.3,10.56,6,11.85,564321.25,4.6,6,6,4,40
1322423959047,5,ACTIVE,2251402,Roger Federer,1.26,133.3,1.21,42.8,1.2,10042.54,1.29,3293.4,1.3,5,1.31,5,1.31688E7,1.28,3,7,3,40
1322423960047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,80.72,4,8372.21,3.25,3.42,5,111,5.3,10.56,6,11.85,564321.8,4.6,6,6,4,40
1322423960047,5,ACTIVE,2251402,Roger Federer,1.26,133.3,1.21,42.8,1.2,10042.54,1.28,10.31,1.29,3298.4,1.3,5,1.3168802E7,1.28,3,7,3,40
1322423961047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,75.72,4,8372.21,3.25,3.42,5,111,5.3,10.56,6,11.85,564331.8,4.6,6,6,4,40
1322423961047,5,ACTIVE,2251402,Roger Federer,1.26,146.14,1.21,42.8,1.2,10042.54,1.28,64.81,1.29,3249.89,1.3,5,1.3168864E7,1.28,3,7,3,40
1322423962047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,71.43,4,8372.21,3.25,3.42,5,111,5.3,10.56,6,11.85,564340.44,4.6,6,6,4,40
1322423962047,5,ACTIVE,2251402,Roger Federer,1.26,146.14,1.21,42.8,1.2,10042.54,1.27,2730.56,1.28,16168.67,1.29,3255.89,1.3168864E7,1.28,3,7,3,40
1322423963047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,71.43,4.5,111,4,8372.21,5,111,5.3,10.56,5.7,199,564340.44,4.6,6,6,4,40
1322423963047,5,ACTIVE,2251402,Roger Federer,1.26,146.14,1.22,1001.4,1.21,42.8,1.27,7206.1,1.28,18390.67,1.29,3255.89,1.3168909E7,1.27,3,7,3,40
1322423964047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.6,71.43,4.5,111,4,8372.21,5,111,5.3,10.56,5.7,199,564383.25,4.7,6,6,4,40
1322423964047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.26,2423.78,1.27,6976.26,1.28,16168.67,1.3170359E7,1.26,3,7,3,40
1322423965047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6695.77,4.6,71.43,4.5,111,5.3,10.56,5.7,199,6,11.85,564498.25,5,6,6,4,40
1322423965047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.25,26347.09,1.26,2783.78,1.27,6976.26,1.3170803E7,1.25,3,7,3,40
1322423966047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6695.77,4.6,71.43,4.5,111,5.3,10.56,5.7,199,6,11.85,564500.25,5.1,6,6,4,40
1322423966047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.24,5959.23,1.25,26347.09,1.26,2783.78,1.3170862E7,1.24,3,7,3,40
1322423967047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6695.77,4.6,151.76,4,8372.21,5.3,10.56,5.7,199,6,11.85,564561.75,5.1,6,6,4,50
1322423967047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.24,4256.29,1.25,26603.94,1.26,14758.09,1.3174015E7,1.24,3,7,3,40
1322423968047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6695.77,4.6,151.76,4.5,428.57,5.3,10.56,5.7,199,6,11.85,564561.75,5.1,6,6,4,50
1322423968047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.24,4213.48,1.25,26603.94,1.26,17326.58,1.3174101E7,1.24,3,7,3,40
1322423969047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6695.77,4.6,71.43,4.5,428.57,5.3,10.56,5.7,199,6,11.85,564561.75,5.1,6,6,4,50
1322423969047,5,ACTIVE,2251402,Roger Federer,1.22,1001.4,1.21,42.8,1.2,10042.54,1.24,4213.48,1.25,26603.94,1.26,7560.76,1.3174101E7,1.24,3,7,3,40
1322423970047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6745.77,4,8372.21,3.25,3.42,5.7,199,6,11.85,7,2.2,564635.5,5.1,6,6,4,50
1322423970047,5,ACTIVE,2251402,Roger Federer,1.22,918.49,1.21,42.8,1.2,10042.54,1.24,3953.55,1.25,26347.09,1.26,5202.37,1.3174572E7,1.24,3,7,3,40
1322423971047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6745.77,4,8372.21,3.25,3.42,5.7,199,6,11.85,7,2.2,564644.06,5.1,6,6,4,50
1322423971047,5,ACTIVE,2251402,Roger Federer,1.22,918.49,1.21,42.8,1.2,10042.54,1.24,3867.92,1.25,26347.09,1.26,2426.34,1.3174708E7,1.24,3,7,3,40
1322423972047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6745.77,4,8372.21,3.25,3.42,5.7,199,6,11.85,7,2.2,564646.06,5.1,6,6,4,50
1322423972047,5,ACTIVE,2251402,Roger Federer,1.22,918.49,1.21,42.8,1.2,10042.54,1.24,3857.26,1.25,26347.09,1.26,2426.34,1.3174721E7,1.24,3,7,3,40
1322423973047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,6751.81,4,8372.21,3.25,3.42,6,11.85,7,2.2,9.2,2.58,564650.3,5.1,6,6,4,50
1322423973047,5,ACTIVE,2251402,Roger Federer,1.2,10042.54,1.19,35,1.18,231.5,1.24,3536.18,1.25,26347.09,1.26,2626.34,1.3175431E7,1.24,3,7,3,40
1322423974047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5.3,85.58,5,6751.81,4,8372.21,6,11.85,7,2.2,9.2,2.58,564656.44,5.1,6,6,4,50
1322423974047,5,ACTIVE,2251402,Roger Federer,1.2,10042.54,1.19,35,1.18,231.5,1.23,140,1.24,3510.92,1.25,26347.09,1.3175519E7,1.23,3,7,3,40
1322423975047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5.3,85.58,5,6745.77,4,8372.21,6,11.85,7,2.2,9.2,2.58,564656.44,5.1,6,6,4,50
